run number,time (s),cart_pos (m),cart_vel (m/s),pole_ang (rad),pole_ang_vel (rad/s)
0,0,0.019508392,0.010233091,0.0015621344,0.014957097
0,0.02,0.019713053,0.2053326,0.0018612763,-0.27723256
0,0.04,0.023819705,0.40042797,-0.0036833747,-0.56932783
0,0.06,0.031828266,0.20535785,-0.015069932,-0.2778076
0,0.08,0.03593542,0.4006915,-0.020626083,-0.5752052
0,0.1,0.04394925,0.2058647,-0.03213019,-0.28909078
0,0.12000000000000001,0.048066545,0.011215302,-0.037912004,-0.0067120376
0,0.14,0.048290852,-0.18334301,-0.038046245,0.27377227
0,0.16,0.044623993,0.012300565,-0.032570798,-0.030663623
0,0.18,0.044870004,0.20787409,-0.03318407,-0.33344245
0,0.19999999999999998,0.049027484,0.013239779,-0.03985292,-0.05140603
0,0.21999999999999997,0.04929228,-0.18128873,-0.04088104,0.2284414
0,0.23999999999999996,0.045666505,0.014392859,-0.03631221,-0.076851435
0,0.25999999999999995,0.04595436,-0.18019022,-0.03784924,0.20415734
0,0.27999999999999997,0.042350557,0.015451986,-0.033766095,-0.10022082
0,0.3,0.0426596,-0.17917018,-0.035770513,0.18162067
0,0.32,0.039076194,0.01644488,-0.032138098,-0.1221285
0,0.34,0.039405093,-0.17820224,-0.034580667,0.16024444
0,0.36000000000000004,0.035841048,0.017397275,-0.03137578,-0.14314412
0,0.38000000000000006,0.036188994,-0.1772616,-0.034238663,0.13947752
0,0.4000000000000001,0.03264376,0.018333573,-0.03144911,-0.16380748
0,0.4200000000000001,0.03301043,-0.17632438,-0.03472526,0.11879056
0,0.4400000000000001,0.029483944,0.019277442,-0.03234945,-0.18464248
0,0.46000000000000013,0.029869493,-0.17536707,-0.0360423,0.09766245
0,0.48000000000000015,0.02636215,0.020252412,-0.03408905,-0.20617035
0,0.5000000000000001,0.0267672,-0.17436591,-0.038212456,0.07556728
0,0.5200000000000001,0.023279881,-0.3689198,-0.036701113,0.35595337
0,0.5400000000000001,0.015901485,-0.17329578,-0.029582044,0.051927235
0,0.5600000000000002,0.01243557,0.022237577,-0.0285435,-0.24994034
0,0.5800000000000002,0.012880322,-0.17246538,-0.033542305,0.03360448
0,0.6000000000000002,0.009431014,-0.36709067,-0.03287022,0.31551862
0,0.6200000000000002,0.0020892008,-0.1715163,-0.026559845,0.012653418
0,0.6400000000000002,-0.001341125,0.023976294,-0.026306776,-0.28828973
0,0.6600000000000003,-0.0008615991,-0.17076083,-0.03207257,-0.004018402
0,0.6800000000000003,-0.004276816,-0.36540848,-0.03215294,0.2783752
0,0.7000000000000003,-0.011584985,-0.16984294,-0.026585434,-0.024272813
0,0.7200000000000003,-0.014981844,0.025649976,-0.027070891,-0.32522377
0,0.7400000000000003,-0.014468845,-0.16907628,-0.033575367,-0.041199274
0,0.7600000000000003,-0.017850371,-0.36370108,-0.034399353,0.24070409
0,0.7800000000000004,-0.025124392,-0.16810505,-0.02958527,-0.06262779
0,0.8000000000000004,-0.028486494,-0.3627906,-0.030837826,0.22057594
0,0.8200000000000004,-0.035742305,-0.16724174,-0.026426306,-0.08167278
0,0.8400000000000004,-0.03908714,-0.3619751,-0.028059762,0.20255683
0,0.8600000000000004,-0.04632664,-0.16646333,-0.024008626,-0.098843865
0,0.8800000000000004,-0.04965591,-0.36123312,-0.025985504,0.18616875
0,0.9000000000000005,-0.05688057,-0.16574919,-0.022262128,-0.114597015
0,0.9200000000000005,-0.060195554,-0.3605452,-0.024554068,0.17098007
0,0.9400000000000005,-0.06740646,-0.16508056,-0.021134466,-0.12934667
0,0.9600000000000005,-0.07070807,-0.3598935,-0.0237214,0.15659438
0,0.9800000000000005,-0.07790594,-0.16444008,-0.020589512,-0.14347668
0,1.0000000000000004,-0.08119474,-0.3592612,-0.023459045,0.14264017
0,1.0200000000000005,-0.088379964,-0.16381127,-0.020606242,-0.15735038
0,1.0400000000000005,-0.09165619,-0.35863224,-0.02375325,0.1287612
0,1.0600000000000005,-0.09882884,-0.1631782,-0.021178026,-0.17131993
0,1.0800000000000005,-0.1020924,-0.35799074,-0.024604425,0.11460746
0,1.1000000000000005,-0.109252214,-0.16252503,-0.022312276,-0.18573532
0,1.1200000000000006,-0.11250272,-0.35732076,-0.026026981,0.09982628
0,1.1400000000000006,-0.11964913,-0.16183566,-0.024030456,-0.20095314
0,1.1600000000000006,-0.122885846,-0.35660583,-0.02804952,0.08405349
0,1.1800000000000006,-0.13001797,-0.16109325,-0.026368449,-0.21734548
0,1.2000000000000006,-0.13323982,-0.35582852,-0.03071536,0.06690447
0,1.2200000000000006,-0.14035639,-0.16027997,-0.029377269,-0.2353089
0,1.2400000000000007,-0.14356199,-0.35497016,-0.03408345,0.047964685
0,1.2600000000000007,-0.1506614,-0.5495872,-0.033124153,0.32970214
0,1.2800000000000007,-0.16165315,-0.35400978,-0.026530111,0.026760181
0,1.3000000000000007,-0.16873334,-0.5487414,-0.025994906,0.3109559
0,1.3200000000000007,-0.17970817,-0.35325894,-0.01977579,0.010189629
0,1.3400000000000007,-0.18677334,-0.15785904,-0.019571995,-0.2886666
0,1.3600000000000008,-0.18993053,-0.3526965,-0.02534533,-0.0022201901
0,1.3800000000000008,-0.19698445,-0.54744595,-0.025389733,0.28235945
0,1.4000000000000008,-0.20793338,-0.35197124,-0.019742543,-0.018221911
0,1.4200000000000008,-0.2149728,-0.1565718,-0.02010698,-0.3170679
0,1.4400000000000008,-0.21810424,-0.3514017,-0.02644834,-0.030793194
0,1.4600000000000009,-0.22513227,-0.5461346,-0.027064202,0.25342906
0,1.4800000000000009,-0.23605496,-0.35063684,-0.02199562,-0.047666047
0,1.5000000000000009,-0.2430677,-0.54543656,-0.022948943,0.23799671
0,1.520000000000001,-0.25397643,-0.34999442,-0.018189007,-0.061835725
0,1.540000000000001,-0.2609763,-0.54485095,-0.019425722,0.22505341
0,1.560000000000001,-0.27187333,-0.34945682,-0.014924655,-0.073693275
0,1.580000000000001,-0.27886248,-0.15412411,-0.01639852,-0.37104738
0,1.600000000000001,-0.28194496,-0.3490093,-0.023819467,-0.08357986
0,1.620000000000001,-0.28892514,-0.5437819,-0.025491064,0.20149383
0,1.640000000000001,-0.29980078,-0.34830478,-0.021461189,-0.09912007
0,1.660000000000001,-0.30676687,-0.5431127,-0.023443589,0.18671538
0,1.680000000000001,-0.31762913,-0.34766328,-0.019709282,-0.11326992
0,1.700000000000001,-0.3245824,-0.5424974,-0.021974681,0.17313027
0,1.720000000000001,-0.33543235,-0.34706792,-0.018512074,-0.12640317
0,1.740000000000001,-0.3423737,-0.5419198,-0.021040138,0.1603824
0,1.7600000000000011,-0.3532121,-0.34650308,-0.01783249,-0.13886319
0,1.7800000000000011,-0.36014217,-0.54136515,-0.020609753,0.14814095
0,1.8000000000000012,-0.37096947,-0.34595424,-0.017646935,-0.15097202
0,1.8200000000000012,-0.37788856,-0.5408191,-0.020666376,0.13609184
0,1.8400000000000012,-0.38870493,-0.34540734,-0.017944537,-0.1630387
0,1.8600000000000012,-0.39561307,-0.5402679,-0.021205312,0.12392963
0,1.8800000000000012,-0.40641844,-0.34484863,-0.01872672,-0.1753672
0,1.9000000000000012,-0.41331542,-0.53969765,-0.022234064,0.11134972
0,1.9200000000000013,-0.42410937,-0.34426427,-0.02000707,-0.18826416
0,1.9400000000000013,-0.43099463,-0.5390943,-0.023772353,0.09804078
0,1.9600000000000013,-0.4417765,-0.34363988,-0.021811537,-0.20204647
